director,title,release_date,budget,revenue,return
Michael Curtiz,The Vagabond King,1956-08-28,0,0.0,0.0
Kenneth Johnson,An Evening of Edgar Allan Poe,1970-01-01,0,0.0,0.0
Tony Klinger,The Butterfly Ball,1977-04-01,0,0.0,0.0
Luis Oliveros,El ángel de Budapest,2011-12-22,0,0.0,0.0
Arturo Ruiz Castillo,Las inquietudes de Shanti Andía,1947-02-03,0,0.0,0.0
"Arnaud Larrieu, Jean-Marie Larrieu",21 Nights with Pattie,2015-11-25,0,0.0,0.0
Jay Karas,The Swap,2016-10-07,0,0.0,0.0
Director X.,Center Stage: On Pointe,2016-06-25,0,0.0,0.0
Andy Wolk,The Christmas Shoes,2002-01-01,0,0.0,0.0
John Bradshaw,Best Christmas Party Ever,2014-12-13,0,0.0,0.0
Steven R. Monroe,Pumpkin Pie Wars,2016-10-15,0,0.0,0.0
Michael DeCarlo,The Twelve Trees of Christmas,2013-11-16,0,0.0,0.0
Ron Oliver,All She Wants for Christmas,2006-12-18,0,0.0,0.0
Gustavo Ron,My Bakery in Brooklyn,2016-06-30,3800000,0.0,0.0
Leslie Hope,Merry In-Laws,2012-12-08,0,0.0,0.0
Mel Damski,Love on a Limb,2016-10-01,0,0.0,0.0
Terry Ingram,Death Al Dente: A Gourmet Detective Mystery,2016-10-09,0,0.0,0.0
Bradford May,A Kiss at Midnight,2008-12-26,0,0.0,0.0
Stephen Bridgewater,Mending Fences,2009-06-18,0,0.0,0.0
Ali Scher,Jessica Darling's It List,2016-06-21,0,0.0,0.0
Kevin Connor,Sweet Surrender,2014-07-01,0,0.0,0.0
Scott Smith,Gourmet Detective,2015-05-16,0,0.0,0.0
Scott Smith,Gourmet Detective: A Healthy Place to Die,2015-08-02,0,0.0,0.0
David Giles,Sense and Sensibility,1971-01-01,0,0.0,0.0
Ron Oliver,Romantically Speaking,2015-01-01,0,0.0,0.0
Roel Mondelaers,Plan Bart,2014-09-17,0,0.0,0.0
Halder Gomes,O Shaolin do Sertão,2016-10-13,2000000,0.0,0.0
Sophia Takal,Always Shine,2016-11-25,0,0.0,0.0
"Andy Schocken, Sharmeen Obaid-Chinoy",Song of Lahore,2015-11-13,0,0.0,0.0
Valerie Weiss,A Light Beneath Their Feet,2016-05-06,0,0.0,0.0
Mick Jackson,Denial,2016-09-30,10000000,4073489.0,0.41
Aaron Fronk,It's All Good,2016-10-21,75000,0.0,0.0
Kenny Ortega,The Rocky Horror Picture Show: Let's Do the Time Warp Again,2016-10-20,0,0.0,0.0
Edward Zwick,Jack Reacher: Never Go Back,2016-10-19,60000000,162146076.0,2.7
Matthew Ross,Frank & Lola,2016-12-09,0,9188.0,0.0
Alex Horwitz,Hamilton's America,2016-10-01,0,0.0,0.0
Ti West,In a Valley of Violence,2016-10-21,0,53647.0,0.0
Victor Halperin,Supernatural,1933-05-12,0,0.0,0.0
"David Weisman, Nelson Lyon",The Telephone Book,1971-10-03,0,0.0,0.0
Lars Kraume,Terror - Ihr Urteil,2016-10-17,0,0.0,0.0
Hiroshi Shinagawa,Deadman Inferno,2015-05-16,0,0.0,0.0
Jeffrey St. Jules,Bang Bang Baby,2014-09-08,1000000,0.0,0.0
Kyung Ho Lee,Bling,2016-11-24,15000000,0.0,0.0
Sidney Lanfield,Broadway Bad,1933-02-24,0,0.0,0.0
Jamie Adams,Black Mountain Poets,2016-04-01,0,0.0,0.0
Martijn Heijne,Scream Week,2016-01-28,0,0.0,0.0
Dave Schram,Razend,2011-10-12,0,0.0,0.0
Will Koopman,Sneeuwwitje En De Zeven Kleine Mensen: Een Modern Sprookje,2015-01-01,0,0.0,0.0
Will Koopman,Assepoester: Een Modern Sprookje,2014-01-01,0,0.0,0.0
Alfred E. Green,Ella Cinders,1926-06-06,0,0.0,0.0
John Bradshaw,Christmas Magic,2011-12-18,0,0.0,0.0
Michael Scott,Trading Christmas,2011-11-26,0,0.0,0.0
Gavin Millar,Confessions of an Ugly Stepsister,2002-03-10,0,0.0,0.0
Georges Méliès,Cinderella,1899-10-01,0,0.0,0.0
Danny Huston,The Ice Princess,1996-12-12,0,0.0,0.0
Mark A. Reyes,My Bestfriend's Girlfriend,2008-02-13,0,0.0,0.0
Fritz Genschow,Aschenputtel,1955-09-03,0,0.0,0.0
Nikolai Dostal,The Monk and the Demon,2016-09-08,2000000,0.0,0.0
Sotiris Dounoukos,Joe Cinque's Consolation,2016-07-30,0,0.0,0.0
Jochen Alexander Freydank,The Burrow,2015-07-09,0,0.0,0.0
"Andrew Coats, Lou Hamou-Lhadj",Borrowed Time,2015-10-31,0,0.0,0.0
Jelle de Jonge,Bon Bini Holland,2015-12-10,0,0.0,0.0
Rajko Grlić,The Constitution,2016-10-06,0,0.0,0.0
Dariusz Gajewski,Strange Heaven,2015-10-16,0,0.0,0.0
Cassie Jaye,The Red Pill,2016-10-07,0,0.0,0.0
Roger Corman,Gunslinger,1956-06-01,0,0.0,0.0
Nikolaj Arcel,Island of Lost Souls,2007-02-09,0,0.0,0.0
Ewan McGregor,American Pastoral,2016-10-20,0,0.0,0.0
John Lechago,Killjoy's Psycho Circus,2016-10-30,0,0.0,0.0
Joseph M. Newman,King of the Roaring 20's: The Story of Arnold Rothstein,1961-06-11,0,0.0,0.0
"Leo Hurwitz, Paul Strand",Native Land,1942-05-11,0,0.0,0.0
Rudolph Maté,No Sad Songs for Me,1950-04-27,0,0.0,0.0
Youssef Chahine,The Choice,1970-01-02,0,0.0,0.0
Alfred E. Green,The Mayor of 44th Street,1942-10-15,0,0.0,0.0
Armand Mastroianni,The Ring,1996-10-20,0,0.0,0.0
Orville O. Dull,The Secret Land,1948-10-22,0,0.0,0.0
Jay Woelfel,Trancers 6: Life After Deth,2002-07-23,0,0.0,0.0
Anthony Giordano,Joe Rogan: Triggered,2016-10-21,0,0.0,0.0
Adrián García Bogliano,Scherzo Diabolico,2015-04-16,0,0.0,0.0
Vincent Masciale,"Fear, Inc.",2016-04-15,0,0.0,0.0
Roger Mainwood,Ethel & Ernest,2016-10-28,0,0.0,0.0
Werner Herzog,Into the Inferno,2016-09-07,0,0.0,0.0
"Holly Morris, Anne Bogart",The Babushkas of Chernobyl,2015-06-14,0,0.0,0.0
Joe Menendez,Ladrones,2015-10-09,0,0.0,0.0
Harvey Frost,Single Santa Seeks Mrs. Claus,2004-01-01,0,0.0,0.0
Karen Arthur,Moonlight & Mistletoe,2008-11-29,0,0.0,0.0
Catherine Cyran,Christmas Do-Over,2006-12-16,0,0.0,0.0
Bruce Beresford,Mr. Church,2016-09-16,8000000,0.0,0.0
Amanda Gusack,In Memorium,2005-10-01,0,0.0,0.0
Jon Hess,Mars,1998-03-12,4500000,0.0,0.0
Roman Cheung,Crazy Love,1993-06-15,0,0.0,0.0
Im Kwon-taek,The Surrogate Womb,1987-03-21,0,0.0,0.0
Radu Muntean,One Floor Below,2015-10-07,0,0.0,0.0
Filippos Tsitos,Unfair World,2012-02-02,0,0.0,0.0
Fisher Stevens,Before the Flood,2016-10-21,0,0.0,0.0
Jeff Bleckner,Flowers for Algernon,2000-02-20,0,0.0,0.0
Brian Yuzna,"Initiation: Silent Night, Deadly Night 4",1990-11-21,0,0.0,0.0
Joaquim Dos Santos,DC Showcase: Green Arrow,2010-09-28,0,0.0,0.0
Nick Jongerius,The Windmill Massacre,2016-08-29,0,0.0,0.0
Michael Moore,Michael Moore in TrumpLand,2016-10-18,0,0.0,0.0
"Kim Jho Gwang-soo, Eun-kyung Jo, Hong Dongmyung",Be with Me,2010-06-10,0,0.0,0.0
Leslie Libman,Manson's Lost Girls,2016-02-06,0,0.0,0.0
Michael Steiner,Sennentuntschi,2010-09-23,0,0.0,0.0
"Joshua Tickell, Rebecca Harrell Tickell",The Big Fix,2011-05-15,0,0.0,0.0
Kenneth Lonergan,Manchester by the Sea,2016-11-18,9000000,75026965.0,8.34
Garth Davis,Lion,2016-11-24,12000000,140302754.0,11.69
Zack Whedon,Come and Find Me,2016-11-11,0,0.0,0.0
Andrew Ahn,Spa Night,2016-01-26,0,0.0,0.0
Panos Glykofrydis,The Big Gun,1981-12-14,0,0.0,0.0
"Panos Glykofrydis, Dinos Katsouridis",Ο Θανάσης στη χώρα της σφαλιάρας,1976-07-25,0,0.0,0.0
Dinos Katsouridis,"What Did You Do in the War, Thanassi?",1971-09-23,0,0.0,0.0
Thanasis Vengos,The Baldheaded Agent and the Land of Destruction Mission,1969-04-11,0,0.0,0.0
Alekos Sakellarios,Politexnitis and Erimospitis,1963-09-30,0,0.0,0.0
Matt Stuertz,RWD,2015-09-26,0,0.0,0.0
Gideon Bradshaw,The Genius of Marie Curie: The Woman Who Lit up the World,2013-05-03,0,0.0,0.0
Pif,At War with Love,2016-10-27,0,0.0,0.0
Walerian Borowczyk,Behind Convent Walls,1978-01-25,0,0.0,0.0
Geoff Murphy,Utu,1984-09-13,0,0.0,0.0
Dante Lam,Operation Mekong,2016-09-30,0,173000000.0,0.0
Emmanuelle Bercot,Clement,2001-06-06,0,0.0,0.0
"Ciro Ippolito, Biagio Proietti",Alien 2: On Earth,1980-04-11,0,0.0,0.0
Irving Rapper,The Brave One,1956-10-26,0,0.0,0.0
Tomoyuki Takimoto,Hayabusa: The Long Voyage Home,2012-02-11,0,0.0,0.0
Yukihiko Tsutsumi,Hayabusa,2011-10-01,0,0.0,0.0
Oz Perkins,I Am the Pretty Thing That Lives in the House,2016-09-10,0,0.0,0.0
André Øvredal,The Autopsy of Jane Doe,2016-12-21,0,5972942.0,0.0
Franck Dion,The Head Vanishes,2016-01-01,0,0.0,0.0
Jagmohan Mundhra,Naughty @ 40,2011-04-14,0,0.0,0.0
Pooja Bhatt,Kajraare,2010-10-15,0,0.0,0.0
Ian Bonhôte,Alleycats,2016-06-23,0,0.0,0.0
Angela Bassett,Whitney,2015-01-17,0,0.0,0.0
"Sam Dunn, Scot McFadyen, Manfred Becker",Satan Lives,2015-10-27,0,0.0,0.0
Alain Desrochers,Nitro,2006-12-31,0,0.0,0.0
Dave Fleischer,The Bulleteers,1942-03-26,0,0.0,0.0
Ömer Vargı,Kabadayı,2007-12-14,0,10161213.0,0.0
Osman Sınav,A Long Story,2012-10-12,0,0.0,0.0
Michael J. Gallagher,The Thinning,2016-10-12,0,0.0,0.0
Byron Haskin,Captain Sindbad,1963-04-12,0,0.0,0.0
Taika Waititi,Team Thor,2016-08-28,0,0.0,0.0
Stephen Dunn,Closet Monster,2016-07-15,0,33962.0,0.0
Joey Kuhn,Those People,2015-05-16,0,0.0,0.0
Mark Waters,Bad Santa 2,2016-11-23,26000000,17782178.0,0.68
Phil Claydon,Within,2016-10-18,0,0.0,0.0
Curtis Crawford,Dead on Campus,2014-11-10,1500000,0.0,0.0
Jim Gillespie,Take Down,2016-05-05,0,0.0,0.0
"Turner Ross, Bill Ross IV",Tchoupitoulas,2012-12-07,0,0.0,0.0
Richard Yeung Kuen,Seeding of a Ghost,1983-12-29,0,0.0,0.0
Kim Kwang-tae,The Piper,2015-07-09,0,0.0,0.0
John Berry,From This Day Forward,1946-03-02,0,0.0,0.0
Kevin Hooks,Sounder,2003-01-19,0,0.0,0.0
Chris Reading,Somnus,2016-10-04,0,0.0,0.0
Kevin Pollak,The Late Bloomer,2016-10-07,0,0.0,0.0
Brett Harvey,Ice Guardians,2016-09-12,0,0.0,0.0
Lars Kraume,The People vs. Fritz Bauer,2015-09-13,0,148461.0,0.0
"Rania Attieh, Daniel Garcia",H.,2014-08-28,0,0.0,0.0
Vivienne De Courcy,Dare to Be Wild,2015-08-13,0,0.0,0.0
Jia Wei Kan,iGirl,2016-07-07,0,0.0,0.0
David E. Talbert,Almost Christmas,2016-11-11,17000000,42487325.0,2.5
Ron Davis,Harry & Snowman,2015-01-01,0,0.0,0.0
Kevin Macdonald,Howard Hawks: American Artist,1997-01-01,0,0.0,0.0
Lance Weiler,Head Trauma,2006-06-24,126000,0.0,0.0
Jennifer Dworkin,Love and Diane,2002-10-08,0,0.0,0.0
Sandhya Suri,I for India,2005-11-29,0,0.0,0.0
Ross McElwee,Photographic Memory,2011-09-04,0,0.0,0.0
Neil Johnson,Starship Apocalypse,2014-12-20,0,0.0,0.0
Paul Goldman,Suburban Mayhem,2006-10-26,0,0.0,0.0
"Martin Butler, Bentley Dean",Tanna,2015-10-16,0,0.0,0.0
Étienne-Jules Marey,Mosquinha,1890-03-09,0,0.0,0.0
Georges Demenÿ,Je Vous Aime,1891-01-01,0,0.0,0.0
Taneli Mustonen,Reunion 2: Bachelor Party,2016-11-02,0,0.0,0.0
"Jim Munroe, Jim Morrison, Chris McCawley, Tate Young",Ghosts with Shit Jobs,2012-05-07,0,0.0,0.0
Karan Johar,Ae Dil Hai Mushkil,2016-10-27,0,0.0,0.0
Daryl Wein,Consumed,2015-06-01,0,0.0,0.0
"Dano Johnson, Jeffrey Travis",Flatland,2007-01-01,0,0.0,0.0
William Klein,"Eldridge Cleaver, Black Panther",1970-08-24,0,0.0,0.0
Damian Lee,Ice Girls,2016-03-11,0,0.0,0.0
Hisonni Johnson,Chalk It Up,2016-09-13,0,0.0,0.0
Letia Clouston,Accidentally Engaged,2016-03-05,0,0.0,0.0
John Hough,A Hazard of Hearts,1987-12-27,0,0.0,0.0
Savage Steve Holland,Bound & Babysitting,2015-04-01,1600000,0.0,0.0
Christie Will,A Holiday Heist,2011-11-27,0,0.0,0.0
Ilya Maksimov,Little Longnose,2003-03-19,0,0.0,0.0
John S. Robertson,Annie Laurie,1927-05-10,0,0.0,0.0
John Ford,The Battle of Midway,1942-09-14,0,0.0,0.0
Jack Clayton,The Bespoke Overcoat,1955-11-01,0,0.0,0.0
Victor Iliu,The Mill of Good Luck,1955-05-01,0,0.0,0.0
Mike Elliott,November Rule,2015-02-14,0,0.0,0.0
Evald Schorm,Courage for Every Day,1964-01-01,0,0.0,0.0
Carlos Sedes,The Club of the Misunderstood,2014-12-25,0,0.0,0.0
William Keighley,Four Mothers,1941-01-04,0,0.0,0.0
Alexander Hall,Goin' to Town,1935-04-25,0,0.0,0.0
Terry Miles,Lonesome Dove Church,2014-08-04,0,0.0,0.0
Carla Garapedian,Screamers,2006-12-08,0,0.0,0.0
Joseph Kane,The Cheaters,1945-07-14,0,0.0,0.0
Marcel Carné,The Cheaters,1958-10-10,0,0.0,0.0
Brian Pulido,The Graves,2010-01-29,0,0.0,0.0
Joseph H. Lewis,The Halliday Brand,1957-01-01,0,0.0,0.0
"Robert Riskin, Harry Lachman",When You're in Love,1937-02-12,0,0.0,0.0
Ernest Pintoff,Lunch Wagon,1981-09-01,0,0.0,0.0
Agustí Villaronga,The King of Havana,2015-09-22,0,0.0,0.0
Vitali Mansky,Close Relations,2016-07-05,0,0.0,0.0
Vitali Mansky,Under the Sun,2016-03-10,0,0.0,0.0
David Yates,The Way We Live Now,2001-11-11,0,0.0,0.0
Regina Russell Banali,"Quiet Riot: Well Now You're Here, There's No Way Back",2014-04-29,0,0.0,0.0
Drew Pearce,Marvel One-Shot: All Hail the King,2014-02-04,0,0.0,0.0
Brian O'Hara,Rock 'n' Roll Frankenstein,1999-01-01,0,0.0,0.0
Robert Greene,Kate Plays Christine,2016-01-24,0,0.0,0.0
Michal Marczak,All These Sleepless Nights,2016-11-04,0,0.0,0.0
Laura Poitras,Risk,2017-05-05,0,0.0,0.0
Sara Jordenö,Kiki,2017-05-26,0,0.0,0.0
Dawn Porter,Trapped,2016-01-24,0,0.0,0.0
Kim A. Snyder,Newtown,2016-01-24,0,0.0,0.0
Nanfu Wang,Hooligan Sparrow,2016-07-22,0,0.0,0.0
Kirsten Johnson,Cameraperson,2016-09-09,0,0.0,0.0
Quentin Tarantino,My Best Friend's Birthday,1987-01-01,0,0.0,0.0
"George Christopher McCann, Lucille Celic",Desperado's Duel,2014-07-18,0,0.0,0.0
Leythum,Marvel One-Shot: The Consultant,2011-09-12,500000,0.0,0.0
"Richard Desjardins, Robert Monderie",Le peuple invisible,2007-01-01,0,0.0,0.0
Zak Knutson,"Marvel: 75 Years, From Pulp to Pop!",2014-11-04,0,0.0,0.0
Geoff Lapaire,Pure Pwnage: Teh Movie,2016-01-23,220093,0.0,0.0
Guðmundur Arnar Guðmundsson,Heartstone,2016-12-28,0,0.0,0.0
Shinji Higuchi,Japan Sinks,2006-07-15,0,47636016.0,0.0
Barbara Kopple,Miss Sharon Jones!,2015-09-11,0,0.0,0.0
Antonio Trashorras,Anabel,2015-10-11,0,0.0,0.0
Chris Trebilcock,The Dark Stranger,2016-07-15,0,0.0,0.0
Jason William Lee,The Evil in Us,2016-08-19,0,0.0,0.0
"Shinsuke Ogawa, Peng Xiaolian",Red Persimmons,2001-10-25,0,0.0,0.0
Rodrigo Sorogoyen,May God Forgive Us,2016-10-28,4000000,0.0,0.0
Alberto Rodríguez,Smoke & Mirrors,2016-09-23,5000000,2387127.0,0.48
Helena Taberna,The Cliff,2016-06-03,0,0.0,0.0
Scott B. Hansen,The Possession Experiment,2016-10-14,0,0.0,0.0
Yvan Attal,They Are Everywhere,2016-06-01,0,0.0,0.0
Brett Rapkin,Spaceman,2016-08-19,0,0.0,0.0
Larry Charles,Army of One,2016-11-04,0,0.0,0.0
Matt Norman,Salute,2008-07-17,1949120,0.0,0.0
Mudassar Aziz,Happy Bhag Jayegi,2016-08-19,0,0.0,0.0
"Andres Maimik, Rain Tolk",Farts of Fury,2011-03-17,0,0.0,0.0
Toshio Masuda,Outlaw: Gangster VIP,1968-01-13,0,0.0,0.0
Keiichi Ozawa,Outlaw: Gangster VIP 2,1968-04-28,0,0.0,0.0
Mio Ezaki,Outlaw: Heartless,1968-08-01,0,0.0,0.0
Keiichi Ozawa,Outlaw: Goro the Assassin,1968-11-28,0,0.0,0.0
Keiichi Ozawa,Outlaw: Black Dagger,1968-12-28,0,0.0,0.0
Keiichi Ozawa,Outlaw: Kill!,1969-03-14,0,0.0,0.0
Joe Ahearne,The Secret of Crickley Hall,2012-10-28,0,0.0,0.0
"Jared Martin, Robert Mrazek",The Congressman,2016-04-09,0,0.0,0.0
Vladimir Toropchin,Ivan Tsarevich & the Grey Wolf,2011-12-29,0,0.0,0.0
Vladimir Toropchin,Ivan Tsarevich & the Grey Wolf 2,2013-12-26,0,18315000.0,0.0
Darina Shmidt,Ivan Tsarevich & the Grey Wolf 3,2016-01-01,0,9409000.0,0.0
"Kief Davidson, Richard Ladkani",The Ivory Game,2016-09-02,0,0.0,0.0
Roger Vadim,Vice and Virtue,1963-03-01,0,0.0,0.0
David Frankel,Collateral Beauty,2016-12-06,36000000,87416021.0,2.43
Kerem Sanga,First Girl I Loved,2016-10-18,0,0.0,0.0
Wilfred Jackson,Music Land,1935-10-05,35055,0.0,0.0
Shigemichi Sugita,The Last Ronin,2010-12-18,0,0.0,0.0
Jeff Wadlow,True Memoirs of an International Assassin,2016-11-11,40000000,0.0,0.0
Katina Medina Mora,You Will Know What to Do With Me,2016-05-27,0,0.0,0.0
"Benoît Delépine, Gustave de Kervern",Saint Amour,2016-03-02,0,0.0,0.0
Albert Ray,The Thirteenth Guest,1932-08-09,0,0.0,0.0
Slávek Horák,Home Care,2015-07-16,0,0.0,0.0
Konstantin Bronzit,Alesha Popovich and Tugarin the Dragon,2004-12-23,4000000,1730000.0,0.43
Ilya Maksimov,Nikitich and The Dragon,2006-03-16,4500000,3468423.0,0.77
Nick Marck,The Jungle Book: Mowgli's Story,1998-01-01,0,0.0,0.0
Kristoffer Tabori,Just the Way You Are,2015-05-09,0,0.0,0.0
Adam Curtis,HyperNormalisation,2016-10-16,36501,0.0,0.0
Henry Hathaway,From Hell to Texas,1958-06-01,0,0.0,0.0
Henry Hathaway,Diplomatic Courier,1952-06-13,0,0.0,0.0
Henry Hathaway,Man of the Forest,1933-08-24,0,0.0,0.0
Henry Hathaway,Rawhide,1951-03-25,0,0.0,0.0
Jonathan Barré,Max & Leon,2016-11-01,12156348,7900000.0,0.65
"Tom Jenkinson, Rich Peppiatt",One Rogue Reporter,2014-06-08,0,0.0,0.0
Viesturs Kairišs,The Chronicles of Melanie,2016-11-01,0,0.0,0.0
Eddie O'Keefe,Shangri-La Suite,2017-01-11,0,0.0,0.0
"Galen T. Chu, Mike Thurmeier",Scrat: Spaced Out,2016-10-11,0,0.0,0.0
Julien Rambaldi,The African Doctor,2016-06-08,0,0.0,0.0
Pierre Falardeau,15 Février 1839,2001-01-26,0,0.0,0.0
Paul Schrader,Dog Eat Dog,2016-11-04,0,0.0,0.0
Jonathan Demme,Justin Timberlake + The Tennessee Kids,2016-09-13,0,0.0,0.0
Damien Chazelle,Whiplash,2013-01-18,0,0.0,0.0
Neill Blomkamp,Tetra Vaal,2004-01-01,0,0.0,0.0
"Hugo Latulippe, François Prévost",What Remains of Us,2004-04-27,0,0.0,0.0
Dimitris Athanitis,Invisible,2016-11-03,0,0.0,0.0
Anthony Simmons,The Optimists of Nine Elms,1973-10-17,0,0.0,0.0
"Wolfgang Staudte, Hans Heinrich",The Murderers Are Among Us,1946-10-14,0,0.0,0.0
Wiktor Grodecki,Mandragora,1997-10-23,0,0.0,0.0
Josh Cooley,Riley's First Date?,2015-11-03,0,0.0,0.0
John 'Bud' Cardos,Night Shadows,1984-08-01,2500000,0.0,0.0
Sheldon Larry,A Christmas Romance,1994-12-18,0,0.0,0.0
Pongpat Wachirabunjong,Happy Birthday,2008-12-18,0,0.0,0.0
Emiko Hiramatsu,7 Days of Himawari & Her Puppies,2013-03-15,0,0.0,0.0
Lee Hyeon-jong,Steal My Heart,2013-12-18,0,0.0,0.0
Zacharias Kunuk,Searchers,2016-09-12,0,0.0,0.0
Hardi Volmer,All My Lenins,1997-10-02,0,0.0,0.0
Mika Kaurismäki,Amazon,1990-12-14,0,0.0,0.0
David L. Corley,Angel's Dance,1999-01-01,0,0.0,0.0
Tetsuo Shinohara,Battle Under Orion,2009-06-13,0,0.0,0.0
John Irvin,Crazy Horse,1996-07-07,0,0.0,0.0
Anne K. Black,The Crown and the Dragon,2013-07-25,0,0.0,0.0
Selma Vilhunen,Do I Have to Take Care of Everything?,2014-02-28,0,0.0,0.0
Tom McLoughlin,Fab Five: The Texas Cheerleader Scandal,2008-08-02,0,0.0,0.0
Darin Ferriola,Mr. Fix It,2006-12-26,0,0.0,0.0
Harry Basil,Cloud 9,2006-01-01,0,0.0,0.0
Akihiko Shiota,Wet Woman in the Wind,2016-08-05,0,0.0,0.0
Anthony Mann,Strangers in the Night,1944-09-12,0,0.0,0.0
Anthony Mann,Strange Impersonation,1946-03-16,0,0.0,0.0
Amat Escalante,The Untamed,2016-05-15,0,0.0,0.0
Pieter Kuijpers,Riphagen,2016-09-22,2300000,0.0,0.0
Wiktor Grodecki,Not Angels but Angels,1994-01-01,0,0.0,0.0
Michael Feifer,A Christmas Wedding Tail,2011-11-19,0,0.0,0.0
Amma Asante,A United Kingdom,2016-11-25,14000000,13819139.0,0.99
Shujaat Saudagar,Rock On 2,2016-11-11,0,0.0,0.0
Chen Jianbin,A Fool,2015-05-01,0,0.0,0.0
Ralitza Petrova,Godless,2017-03-09,0,0.0,0.0
Jan Svěrák,The Ride,1994-09-13,30000,0.0,0.0
Greg Griffin,Blood Sisters of Lesbian Sin,1997-01-01,0,0.0,0.0
Chihiro Amano,No Touching At All,2014-05-31,0,0.0,0.0
"Kentarô Ôtani, Keiichi Sato",Black Butler,2014-01-18,0,0.0,0.0
Park Je-hyun,The Huntresses,2014-01-29,0,0.0,0.0
Jeong Gi-hoon,Love 911,2012-12-19,0,0.0,0.0
Wong Tsz Ming,Badges of Fury,2013-06-21,0,0.0,0.0
Saxon Logan,Sleepwalker,1984-07-05,0,0.0,0.0
Mihalis Kakogiannis,Stella,1955-04-04,0,0.0,0.0
Robert Altman,Tanner '88,1988-02-15,0,0.0,0.0
Alan Grint,The Secret Garden,1987-11-30,0,0.0,0.0
Chris Alexander,Female Werewolf,2015-10-16,100000,0.0,0.0
Boris Stepantsev,Junior and Karlson,1968-01-01,0,0.0,0.0
Chris Kasick,Uncle Nick,2015-12-04,0,0.0,0.0
Fredrik Edfeldt,Faro,2013-03-15,0,0.0,0.0
Ilyssa Goodman,The Standoff,2016-09-20,0,0.0,0.0
Charlie Vaughn,All Hallow's Eve,2016-09-27,0,0.0,0.0
Eric Bilitch,The Submarine Kid,2016-01-12,0,0.0,0.0
Teddy Smith,Race to Win,2016-08-05,0,0.0,0.0
Vanessa Parise,Coming Home for Christmas,2013-10-29,0,0.0,0.0
Kevin Connor,The Wish List,2010-08-27,0,0.0,0.0
"Felix Fuchssteiner, Katharina Schöde",Sapphire Blue,2014-08-14,0,0.0,0.0
Penelope Buitenhuis,My Life as a Dead Girl,2015-01-01,0,0.0,0.0
Wolfgang Groos,Systemfehler - Wenn Inge tanzt,2013-07-10,0,0.0,0.0
Marc-Andreas Bochert,Die Schöne und das Biest,2012-08-06,0,0.0,0.0
Uwe Janson,Aschenputtel,2011-12-05,0,0.0,0.0
Christie Will,A Wish for Christmas,2016-11-05,0,0.0,0.0
Allan Arkush,Christmas with Holly,2012-12-09,0,0.0,0.0
Karin Brandauer,Aschenputtel,1989-01-01,0,0.0,0.0
Martin Frič,The Princess with the Golden Star,1959-12-18,0,0.0,0.0
Tobias Wiemann,"Von einem, der auszog, das Fürchten zu lernen",2014-11-13,0,0.0,0.0
Matthias Steurer,Prinzessin Maleen,2015-12-25,0,0.0,0.0
Maria von Heland,Der Teufel mit den drei goldenen Haaren,2013-12-26,0,0.0,0.0
Christian Theede,Allerleirauh,2012-12-26,0,0.0,0.0
Zoltan Spirandelli,Die Salzprinzessin,2015-12-03,0,0.0,0.0
Lou Antonio,Thirteen at Dinner,1985-09-19,0,0.0,0.0
Farren Blackburn,Shut In,2016-11-11,10000000,13082071.0,1.31
Andrew Marton,Crack in the World,1965-04-15,873000,0.0,0.0
Chris McCoy,Good Kids,2016-10-21,0,0.0,0.0
Pat Kiely,Summer Villa,2016-07-23,0,0.0,0.0
Kurt Voss,Below Utopia,1997-09-26,0,0.0,0.0
Matthew Hammett Knott,Bonobo,2014-12-05,0,0.0,0.0
"Marcos Cabotá, Toni Bestard",I Am Your Father,2015-10-05,0,0.0,0.0
Jane Gull,My Feral Heart,2016-03-05,0,0.0,0.0
Mika Ronkainen,Finnish Blood Swedish Heart,2012-09-23,0,0.0,0.0
Carlo Mazzacurati,The Bull,1994-01-01,0,0.0,0.0
Francesco Patierno,Things from Another World,2011-09-03,0,0.0,0.0
Joseph L. Mankiewicz,Escape,1948-03-01,0,0.0,0.0
Victoria Mahoney,Yelling To The Sky,2012-12-14,0,0.0,0.0
Wang Xiaoshuai,The Days,1994-02-19,0,0.0,0.0
Yoshimitsu Morita,Something Like It,1981-09-12,0,0.0,0.0
Dominik Hartl,Attack of the Lederhosen Zombies,2016-12-01,0,0.0,0.0
Knate Gwaltney,Cardboard Boxer,2016-09-16,10000000,0.0,0.0
Jérôme Salle,The Odyssey,2016-10-12,21363000,0.0,0.0
Shawn Crahan,Officer Downe,2016-11-18,0,0.0,0.0
Naoko Yamada,A Silent Voice,2016-09-17,0,19606617.0,0.0
Tung Wang,Banana Paradise,1989-12-01,0,0.0,0.0
Tatsuyuki Nagai,The Anthem of the Heart,2015-09-19,0,0.0,0.0
Gisaburō Sugii,Stormy Night,2005-12-10,0,0.0,0.0
Samuel Fuller,Thieves After Dark,1984-02-27,0,0.0,0.0
David Zellner,Frontier,2001-03-09,0,0.0,0.0
Jalil Lespert,In the Shadow of Iris,2016-11-16,0,0.0,0.0
Katell Quillévéré,Heal the Living,2016-11-01,0,0.0,0.0
Marcel Barrena,100 Meters,2016-11-04,0,0.0,0.0
Leander Haußmann,Dinosaurier - Gegen uns seht ihr alt aus!,2009-12-23,0,0.0,0.0
Matthew Longfellow,Classic Albums: Deep Purple - Machine Head,2002-12-02,0,0.0,0.0
